from_lang	to_lang	count_actions
afr	chw	4.864482
afr	crs	2.18673
afr	dan	3.0025
afr	deu	162.452968
afr	div	14.3375
afr	dje	0.13617
afr	ell	9.713707
afr	eng	911.0249610000001
afr	eus	0.12015
afr	ewe	3.194304
afr	fan	0.267
afr	fas	18.56184
afr	fij	0.314793
afr	fil	4.7355
afr	fin	20.734776
afr	fon	1.2082600000000001
afr	fra	147.72788500000001
afr	ful	1.493238
afr	gle	0.29904000000000003
afr	glg	2.420525
afr	grn	0.20025
afr	guj	0.5585625
afr	hat	31.607
afr	hau	0.264864
afr	hbs	4.1519639999999995
afr	heb	31.6612
afr	hif	0.362853
afr	hin	4.224057
afr	hun	0.8490944999999999
afr	hye	4.052935499999999
afr	isl	0.534
afr	ita	31.160409
afr	jpn	94.161
afr	kan	0.4592625
afr	kaz	1.0092599999999998
afr	kck	18.655929
afr	khm	0.887775
afr	kin	20.447029999999998
afr	kor	7.806
afr	kri	13.8448
afr	kur	6.25723
afr	lah	2.89695
afr	lao	0.6675
afr	lav	0.3492
afr	ldd	1.7461799999999998
afr	lez	0.020559
afr	lin	18.277
afr	loz	9.11772
afr	ltz	0.10279500000000001
afr	lug	1.79424
afr	mai	0.557205
afr	mal	0.3972
afr	mar	0.700875
afr	mlg	1.68085
afr	mlt	2.406987
afr	mri	0.421668
afr	msa	32.840022999999995
afr	mya	2.403
afr	nde	76.1176
afr	nep	2.20119
afr	ngl	5.72874
afr	nld	29.6437
afr	nor	34.738
afr	nso	9.127080000000001
afr	nya	32.40482
afr	ori	0.3972
afr	orm	4.374395999999999
afr	pan	14.252909999999998
afr	pol	10.761911999999999
afr	por	209.48817200000002
afr	pov	0.35244
afr	pus	4.513635
afr	que	2.033296
afr	rom	0.16505399999999998
afr	run	3.67125
afr	rus	56.000285999999996
afr	sag	16.9132
afr	seh	7.153650000000001
afr	sid	0.27768
afr	sin	3.9516
afr	slk	1.1873205
afr	smo	0.227052
afr	sna	267.4116
afr	snd	3.4763399999999995
afr	snk	0.986496
afr	som	31.661184000000002
afr	sot	57.99996
afr	spa	236.815853
afr	sqi	0.329742
afr	ssw	30.82134
afr	swa	64.60319999999999
afr	swe	12.121952499999999
afr	tam	2.0008335
afr	tek	3.8156
afr	tel	0.8936999999999999
afr	tgk	0.08507400000000001
afr	tha	10.342500000000001
afr	tig	0.870378
afr	tir	0.367125
afr	tmh	0.044856
afr	toi	16.955759999999998
afr	tpi	0.016821
afr	tsn	192.64048200000002
afr	tso	9.824345999999998
afr	tuk	0.40984499999999996
afr	tum	2.129235
afr	tur	16.9050285
afr	ukr	3.1372499999999994
afr	urd	2.8181849999999997
afr	uzb	1.8250755
afr	vie	3.5151399999999997
afr	vmw	24.131645999999996
afr	wol	6.5607
afr	xho	17.14608
afr	yao	2.263713
afr	yor	0.06408
afr	zho	325.05246600000004
afr	zul	23.15304
aka	afr	7.5467145
aka	amh	1.9540170000000001
aka	ara	140.893246
aka	aym	0.008398
aka	aze	2.1792809999999996
aka	bam	12.236626999999999
aka	bci	12.55254
aka	bem	2.825186
aka	ben	7.541898
aka	bho	0.651092
aka	bul	3.0351359999999996
aka	cat	2.60338
aka	ces	1.6494659999999999
aka	chw	0.18895499999999998
aka	crs	1.5733899999999998
aka	dan	12.35
aka	deu	60.29023000000001
aka	div	7.657
aka	dje	1.700595
aka	dzo	0.6520799999999999
aka	ell	11.471174
aka	eng	772.813106
aka	est	0.664924
aka	eus	0.30628
aka	fan	0.92625
aka	fas	6.377539999999999
aka	fij	0.29121299999999994
aka	fil	2.964
aka	fin	1.802112
aka	fon	4.4311799999999995
aka	fra	221.63087700000003
aka	ful	3.037853
aka	gil	1.7008420000000002
aka	gle	0.14326
aka	glg	1.0719800000000002
aka	guj	0.15561
aka	hat	12.9675
aka	hau	3.3078239999999997
aka	hbs	0.45694999999999997
aka	heb	14.0296
aka	hif	0.33567299999999994
aka	hin	1.4857049999999998
aka	hye	2.175576
aka	ita	29.808947999999997
aka	jpn	49.647
aka	kan	0.127946
aka	kaz	0.9336599999999998
aka	kck	0.663442
aka	khm	1.8772
aka	kin	14.03948
aka	kor	9.879999999999999
aka	kri	12.4488
aka	kur	4.38425
aka	lah	0.6422
aka	lav	0.287508
aka	ldd	0.6520799999999999
aka	lez	0.0054340000000000005
aka	lin	1.88708
aka	loz	0.535002
aka	ltz	0.19019
aka	lug	2.55892
aka	mai	0.478192
aka	mal	0.11065600000000002
aka	mar	0.24206
aka	mlt	1.3367639999999998
aka	mon	0.4446
aka	mri	0.240825
aka	msa	28.712021
aka	mya	3.705
aka	nde	2.5194
aka	nep	2.486796
aka	ngl	0.25935
aka	nld	38.581399999999995
aka	nor	14.326
aka	nso	2.8063893
aka	nya	8.439002
aka	ori	0.11065600000000002
aka	orm	2.2541219999999997
aka	pan	3.1793839999999998
aka	pol	5.314451999999999
aka	por	31.888935000000004
aka	pov	0.21736
aka	pus	0.94601
aka	que	0.06422
aka	rom	0.150176
aka	run	0.3705
aka	rus	8.200647
aka	sag	1.5808
aka	seh	0.277875
aka	sid	0.26676
aka	sin	0.5483399999999999
aka	slk	0.027664000000000005
aka	smo	0.129675
aka	sna	8.8179
aka	snd	0.77064
aka	snk	1.691456
aka	som	16.616678
aka	sot	5.3340391
aka	spa	110.21436399999996
aka	sqi	0.66196
aka	swa	34.7282
aka	swe	7.27168
aka	tam	0.519194
aka	tek	0.33592
aka	tel	0.24897600000000003
aka	tgk	0.021736000000000002
aka	tha	6.669
aka	tig	0.39347100000000007
aka	tmh	0.560196
aka	toi	0.994916
aka	tpi	0.057798
aka	tsj	0.76076
aka	tsn	9.01797
aka	tso	0.381615
aka	tuk	0.06175
aka	tum	1.008995
aka	tur	21.559889000000002
aka	ukr	0.9929399999999999
aka	urd	0.68666
aka	uzb	0.441142
aka	vie	9.81578
aka	vmw	0.937365
aka	wol	7.2618
aka	xho	5.2720668
aka	yao	1.0727209999999998
aka	yor	1.36344
aka	zho	160.27805299999997
aka	zul	7.1190834
amh	aar	21.558940000000003
amh	abr	0.8760700000000001
amh	afr	4.2209579999999995
amh	aka	4.704115
amh	ara	1403.3199840000002
amh	aym	0.057720999999999995
amh	aze	0.6328799999999999
amh	bam	4.476747
amh	bci	0.36917999999999995
amh	bem	3.2631410000000005
amh	ben	1.9364370000000002
amh	bho	0.581312
amh	cat	1.18079
amh	ces	2.2361760000000004
amh	chw	0.209202
amh	crs	4.79934
amh	dan	2.344
amh	deu	73.09793299999998
amh	div	1.465
amh	dje	0.59772
amh	ell	5.145666
amh	eng	620.9232559999999
amh	eus	0.11134000000000001
amh	ewe	2.418715
amh	fan	0.80575
amh	fas	3.3284800000000003
amh	fil	11.134
amh	fin	2.137728
amh	fon	0.7998900000000001
amh	fra	125.39052199999999
amh	ful	1.1034380000000001
amh	gle	0.31644
amh	glg	0.38969000000000004
amh	guj	0.11866499999999999
amh	hat	1.758
amh	hau	1.1626239999999999
amh	hbs	0.8998029999999999
amh	heb	87.9
amh	hin	1.126292
amh	hun	1.198956
amh	hye	0.858783
amh	isl	1.758
amh	ita	49.522566999999995
amh	jpn	35.453
amh	kan	0.097569
amh	kck	0.09258800000000002
amh	khm	3.8969
amh	kin	25.8426
amh	kor	20.217000000000002
amh	kri	6.0651
amh	kur	5.8014
amh	lah	1.1134
amh	lao	1.172
amh	ldd	0.21096000000000004
amh	lin	0.89365
amh	loz	0.6179370000000001
amh	ltz	0.22560999999999998
amh	lug	13.61864
amh	mai	0.6027009999999999
amh	mal	0.084384
amh	mar	0.18458999999999998
amh	mlg	0.7911
amh	mlt	1.32143
amh	mon	0.5274
amh	mri	0.159978
amh	msa	11.795008000000001
amh	mya	0.586
amh	nde	2.8128
amh	nep	2.380918
amh	ngl	0.28714
amh	nld	22.209400000000002
amh	nor	9.669
amh	nso	0.9904572
amh	nya	6.697687
amh	ori	0.084384
amh	pan	5.418156000000001
amh	pol	4.871418
amh	por	15.541305999999999
amh	pus	1.91622
amh	que	0.17638600000000001
amh	rom	0.063288
amh	run	14.65
amh	rus	24.511501000000003
amh	sag	5.3912
amh	seh	0.30765
amh	slk	2.987428000000001
amh	smo	0.08614200000000001
amh	sna	9.8448
amh	snd	1.3360800000000002
amh	snk	0.618816
amh	som	1778.82644
amh	sot	0.8364564
amh	spa	82.36757399999999
amh	sqi	0.9906330000000001
amh	ssw	1.7228400000000001
amh	swa	358.4562
amh	swe	76.89492
amh	tam	0.305599
amh	tek	0.24905
amh	tel	0.189864
amh	tgk	0.32230000000000003
amh	tha	5.567
amh	tig	46.1768
amh	tir	158.73275
amh	tmh	0.19689600000000002
amh	toi	1.149146
amh	tpi	0.010548
amh	tsn	1.7814400000000001
amh	tso	0.42250600000000005
amh	tuk	0.1465
amh	tum	0.751545
amh	tur	37.580473000000005
amh	ukr	8.280180000000001
amh	urd	1.02257
amh	uzb	5.618274999999999
amh	vie	3.67422
amh	vmw	1.0378060000000002
amh	wol	5.7428
amh	xho	1.8606672
amh	yao	0.799011
amh	yor	0.24612000000000003
amh	zho	181.968236
amh	zul	2.5125336000000003
ara	aar	154.04836
ara	abr	26.959312
ara	afr	127.640292
ara	aka	144.759784
ara	amh	1213.5860759999998
ara	ara	205678.329408
ara	aym	18.908399999999997
ara	aze	5692.605112000001
ara	bam	695.700096
ara	bci	15.04368
ara	bel	45.13158
ara	bem	65.30194999999999
ara	ben	1559.0884060000005
ara	bho	60.52046999999999
ara	bis	0.784014
ara	bul	865.9544639999999
ara	cat	536.7992800000001
ara	ces	406.83139200000005
ara	chw	3.9377099999999996
ara	crs	131.0674
ara	dan	923.456
ara	deu	9887.045313999997
ara	div	487.008
ara	dje	417.19734
ara	dzo	4.210240000000001
ara	ell	2528.663222
ara	eng	130135.82751799996
ara	est	241.74967600000002
ara	eus	54.21168
ara	ewe	74.43114400000002
ara	fan	9.015
ara	fas	19169.793479999997
ara	fij	162.71771999999996
ara	fil	3747.752
ara	fin	279.243456
ara	fon	31.01404
ara	fra	23471.951235999994
ara	ful	277.03729200000004
ara	gag	0.041760000000000005
ara	gil	5.061836
ara	gle	27.251759999999997
ara	glg	212.74088
ara	grn	14.084000000000001
ara	guj	80.65826999999999
ara	hat	246.629
ara	hau	811.4897280000001
ara	hbs	700.6454079999999
ara	heb	25229.976
ara	hif	187.56012
ara	hin	736.028148
ara	hun	271.4658239999999
ara	hye	1466.0313260000003
ara	isl	51.35999999999999
ara	ita	6233.144274
ara	jpn	3425.184
ara	kan	66.319022
ara	kat	7.0426
ara	kaz	194.83708
ara	kck	5.571554
ara	khm	200.21939999999998
ara	kin	302.8232
ara	kir	81.85844
ara	kor	2679.216
ara	kri	209.2852
ara	kur	9409.9354
ara	lah	787.7407999999999
ara	lao	36.391999999999996
ara	lav	45.781284
ara	ldd	1665.1429600000001
ara	lez	16.595568
ara	lin	132.17088
ara	lit	52.27552000000001
ara	loz	12.366150000000001
ara	ltz	58.351119999999995
ara	lug	249.3276
ara	mai	78.90216399999998
ara	mal	57.35699199999999
ara	mar	118.54852
ara	mkd	69.83829999999998
ara	mlg	15.075600000000001
ara	mlt	875.6543839999999
ara	mon	63.166399999999996
ara	mri	34.800012
ara	msa	5530.414715999999
ara	mya	275.988
ara	nau	10.416
ara	nde	60.9288
ara	nep	315.88887200000005
ara	ngl	2.0756
ara	nld	3170.928976
ara	nor	1083.908
ara	nso	62.0633928
ara	nya	122.38165
ara	ori	57.35699199999999
ara	orm	1399.973016
ara	pan	3873.343208000001
ara	pap	2.1693360000000004
ara	pol	619.273216
ara	por	2018.4252380000005
ara	pov	8
ara	pus	3696.14744
ara	que	33.78364800000001
ara	rom	48.46663
ara	ron	27.71901
ara	run	95.132
ara	rus	15144.948736000008
ara	sag	648.432
ara	seh	5.790749999999999
ara	sid	154.08928
ara	sin	697.3323200000001
ara	slk	83.92726799999998
ara	smo	25.779668
ara	sna	238.2508
ara	snd	947.2889600000001
ara	snk	96.16588799999998
ara	som	4271.909143999999
ara	sot	74.4134936
ara	spa	17670.345100000002
ara	sqi	230.67190200000002
ara	ssw	21.058799999999998
ara	swa	2821.2704000000003
ara	swe	1046.68434
ara	tam	294.07262599999996
ara	tek	35.05712
ara	tel	129.053232
ara	tgk	226.41272
ara	tha	1010.264
ara	tig	373.41814800000003
ara	tir	466.15180000000004
ara	tmh	137.429712
ara	toi	22.996699999999997
ara	ton	10.1504
ara	tpi	0.7502759999999998
ara	tsj	5.245279999999999
ara	tsn	109.34939599999998
ara	tso	7.95263
ara	tuk	669.63144
ara	tum	14.695550000000004
ara	tur	26096.215528000004
ara	ukr	858.802416
ara	urd	707.58444
ara	uzb	735.9736200000001
ara	vie	824.0914399999999
ara	vmw	19.534129999999998
ara	wol	399.22679999999997
ara	xho	116.59193280000001
ara	yao	15.623690000000002
ara	yor	7.00432
ara	zho	8733.282105999997
ara	zul	157.4387664
aym	abr	0.109802
aym	afr	0.2173605
aym	aka	0.589589
aym	amh	0.394964
aym	ara	13.600633999999998
aym	aym	1.5934439999999999
aym	aze	2.433933
aym	bam	0.4055879999999999
aym	bel	0.011933999999999997
aym	bem	0.263676
aym	ben	0.425807
aym	bho	0.057798
aym	bul	0.31728
aym	cat	5.53758
aym	ces	1.9080000000000001
aym	chw	0.05732399999999999
aym	crs	0.04641
aym	dan	0.17
aym	deu	52.03952399999999
aym	div	0.781
aym	dje	0.11169000000000001
aym	ell	0.6353629999999999
aym	eng	380.75946799999997
aym	est	0.057205
aym	eus	0.6506799999999999
aym	ewe	0.303149
aym	fas	7.60148
aym	fil	14.844999999999999
aym	fin	0.610128
aym	fon	0.6832799999999999
aym	fra	22.455513999999994
aym	ful	0.118698
aym	gag	0.004079999999999999
aym	gle	0.11533999999999998
aym	glg	2.27738
aym	grn	5.7675
aym	guj	0.049815000000000005
aym	hat	2.84325
aym	hau	0.217248
aym	hbs	2.5670119999999996
aym	heb	2.6416
aym	hin	0.469413
aym	hun	0.8199360000000001
aym	hye	0.100419
aym	isl	0.214
aym	ita	4.0653559999999995
aym	jpn	11.695
aym	kan	0.04095900000000001
aym	kaz	0.05355
aym	kck	0.008058
aym	khm	0.3097
aym	kin	0.46255999999999997
aym	kir	0.283386
aym	kor	5.066
aym	kri	0.0306
aym	kur	1.60827
aym	lah	0.0316
aym	lao	0.584
aym	ldd	0.79596
aym	lez	0.0011220000000000002
aym	lin	0.0044199999999999995
aym	loz	0.049932
aym	ltz	0.12551
aym	lug	0.126
aym	mai	0.030008
aym	mal	0.035424
aym	mar	0.07748999999999999
aym	mlg	0.1314
aym	mlt	0.557436
aym	mon	0.0306
aym	mri	0.055106999999999996
aym	msa	5.891331999999999
aym	mya	0.16299999999999998
aym	nde	0.1304
aym	nep	0.118544
aym	ngl	0.07868
aym	nld	5.208576
aym	nor	1.029
aym	nso	0.0153057
aym	nya	0.447932
aym	ori	0.035424
aym	orm	0.455624
aym	pan	0.18267599999999998
aym	pap	0.180336
aym	pol	0.734478
aym	por	123.356038
aym	pus	0.42463000000000006
aym	que	7.126455999999999
aym	rom	0.015618
aym	ron	0.07803
aym	rus	31.662937
aym	seh	0.0843
aym	sid	0.05392
aym	sin	0.07547999999999999
aym	slk	0.032
aym	smo	0.060273
aym	sna	0.45640000000000003
aym	snd	0.037919999999999995
aym	snk	0.056063999999999996
aym	som	0.433976
aym	sot	0.012925899999999999
aym	spa	414.7382350000001
aym	sqi	0.44808
aym	swa	1.7133999999999998
aym	swe	0.5597949999999999
aym	tam	0.14933700000000003
aym	tek	0.0057799999999999995
aym	tel	0.079704
aym	tha	1.325
aym	tig	0.07953199999999999
aym	tmh	0.036792
aym	toi	0.092856
aym	tpi	0.010512
aym	tsn	0.09313
aym	tso	0.11577199999999999
aym	tuk	0.057050000000000003
aym	tum	0.048069999999999995
aym	tur	1.6366679999999998
aym	ukr	0.072828
aym	urd	0.08063000000000001
aym	uzb	0.128028
aym	vie	1.8989099999999999
aym	vmw	0.28437199999999996
aym	wol	0.9673999999999999
aym	xho	0.028753199999999996
aym	yao	0.05110599999999999
aym	yor	0.21023999999999995
aym	zho	25.379523999999996
aym	zul	0.0388266
aze	aar	8.35217
aze	abr	0.6461159999999999
aze	afr	2.635642
aze	aka	3.469362
aze	amh	1.354539
aze	ara	7769.237040000001
aze	aym	2.0279309999999997
aze	aze	543.6963000000001
aze	bam	2.3349089999999997
aze	bci	0.12642
aze	bel	60.320052
aze	bem	1.0836000000000001
aze	ben	28.086532
aze	bho	2.0498220000000003
aze	bul	96.31003199999999
aze	cat	15.0702
aze	ces	52.695144
aze	chw	0.128826
aze	crs	0
aze	dan	36.06
aze	deu	894.213995
aze	div	15.612
aze	dje	0.505665
aze	dzo	0
aze	ell	211.906431
aze	eng	7363.815137
aze	est	14.706396
aze	eus	1.3612
aze	ewe	1.783842
aze	fan	0.4515
aze	fas	1485.78526
aze	fij	0.9443789999999999
aze	fil	56.515
aze	fin	28.115136
aze	fon	0
aze	fra	961.2467770000001
aze	ful	0.6386310000000001
aze	gag	2.27556
aze	gle	0.43343999999999994
aze	glg	6.2642
aze	grn	4.515
aze	guj	2.3981399999999997
aze	hat	6.031750000000001
aze	hau	0.983568
aze	hbs	84.655441
aze	heb	1348.0167999999999
aze	hif	1.088559
aze	hin	21.597904999999997
aze	hun	316.36394700000005
aze	hye	4426.784360999999
aze	isl	0
aze	ita	382.753157
aze	jpn	213.97899999999998
aze	kan	1.9718040000000003
aze	kat	2.56452
aze	kaz	216.02702999999997
aze	kck	0.042660000000000003
aze	khm	6.85785
aze	kin	0
aze	kir	98.684322
aze	kor	344.277
aze	kri	6.6254
aze	kur	949.1452099999999
aze	lah	101.4547
aze	lao	3
aze	lav	38.995163999999995
aze	ldd	95.57352
aze	lez	6.25548
aze	lin	0.1806
aze	lit	39.763459999999995
aze	loz	0.2052
aze	ltz	2.39062
aze	lug	1.50568
aze	mai	3.209282999999999
aze	mal	1.705344
aze	mar	3.25284
aze	mkd	2.63739
aze	mlg	0
aze	mlt	8.943330000000001
aze	mon	20.0667
aze	mri	0.41476500000000005
aze	msa	174.821764
aze	mya	31.418
aze	nau	1
aze	nde	9.625399999999999
aze	nep	12.677993999999998
aze	ngl	0.12642
aze	nld	142.0128
aze	nor	48.672
aze	nso	1.1504628000000001
aze	nya	2.2815000000000003
aze	ori	1.705344
aze	orm	1.5625740000000001
aze	pan	491.07473600000003
aze	pol	65.141364
aze	por	97.830202
aze	pus	529.85051
aze	que	3.01755
aze	rom	6.42738
aze	ron	43.97908499999999
aze	rus	4384.057801000001
aze	sag	0
aze	seh	0.18944999999999998
aze	sid	0.03612
aze	sin	47.00466
aze	slk	42.895023
aze	smo	0.223335
aze	sna	34.688900000000004
aze	snd	122.14564
aze	snk	0.322752
aze	som	141.376046
aze	sot	1.9715836000000002
aze	spa	1224.614531
aze	sqi	19.435821
aze	swa	28.8762
aze	swe	50.14354
aze	tam	15.502376
aze	tek	0
aze	tel	3.8370239999999995
aze	tgk	211.859192
aze	tha	38.515
aze	tig	0.272757
aze	tir	1
aze	tmh	0.166572
aze	toi	0.38159999999999994
aze	tpi	0.139482
aze	tsj	0
aze	tsn	1.4269439999999998
aze	tso	0.260178
aze	tuk	431.05148999999994
aze	tum	0.342855
aze	tur	2596.9606089999997
aze	ukr	218.08174599999995
aze	urd	82.94436
aze	uzb	209.98879
aze	vie	40.03086999999999
aze	vmw	0.639078
aze	wol	6.5283999999999995
aze	xho	2.1612527999999998
aze	yao	0.36450899999999997
aze	yor	0
aze	zho	796.566962
aze	zul	2.9184264
bam	aar	0.48152
bam	abr	1.1074959999999998
bam	afr	2.3793569999999997
bam	aka	5.946771999999999
bam	amh	2.848839
bam	ara	606.7976140000001
bam	aym	0.13519599999999998
bam	aze	0.5000399999999999
bam	bci	10.24156
bam	bem	0.975541
bam	ben	8.298811999999998
bam	bho	0.6630159999999999
bam	cat	9.16277
bam	ces	3.0919140000000005
bam	chw	0.165291
bam	dan	4.63
bam	deu	108.46330599999999
bam	dje	100.82750999999999
bam	ell	1.609851
bam	eng	498.175499
bam	eus	0.9908199999999999
bam	ewe	3.057651999999999
bam	fan	0.57875
bam	fas	10.96384
bam	fij	0.36391799999999996
bam	fil	12.038
bam	fin	1.6890239999999999
bam	fon	3.7919699999999996
bam	fra	1386.3960879999997
bam	ful	32.818366000000005
bam	gle	0.47225999999999996
bam	glg	3.4678699999999996
bam	guj	1.33344
bam	hat	0.6945
bam	hau	196.119392
bam	hbs	7.080196
bam	heb	2.9632
bam	hif	0.41947799999999996
bam	hin	12.14912
bam	hun	1.3352919999999997
bam	hye	9.951722
bam	isl	0.463
bam	ita	25.091822
bam	jpn	8.334
bam	kan	1.096384
bam	kck	0.036577
bam	khm	3.95865
bam	kin	7.25984
bam	kor	2.315
bam	kri	5.4171
bam	kur	3.3335999999999997
bam	lah	0.1389
bam	lav	1.34733
bam	ldd	0.16667999999999997
bam	lin	2.4076
bam	loz	0.18473699999999998
bam	ltz	1.0695299999999999
bam	lug	0.90748
bam	mai	0.16806899999999997
bam	mal	0.948224
bam	mar	2.0742399999999996
bam	mlg	0.5556
bam	mlt	1.670504
bam	msa	17.594
bam	mya	1.852
bam	nde	0.5556
bam	nep	0.663942
bam	ngl	0.22687
bam	nld	32.7804
bam	nor	3.704
bam	nso	1.4781738
bam	nya	5.8564869999999996
bam	ori	0.948224
bam	orm	3.286374
bam	pan	1.4964159999999997
bam	pol	4.980954
bam	por	17.825962999999998
bam	pov	4.481839999999999
bam	pus	6.75517
bam	que	0.196312
bam	rom	0.010186
bam	run	0.2315
bam	rus	19.424239
bam	sag	24.4464
bam	seh	0.243075
bam	sid	0.38892
bam	slk	0.05185599999999999
bam	sna	1.9446
bam	snd	0.16667999999999997
bam	som	7.195945999999999
bam	sot	1.2483406
bam	spa	89.95673299999999
bam	sqi	2.8372640000000002
bam	swa	12.5936
bam	swe	4.73186
bam	tam	1.748288
bam	tek	1.5741999999999998
bam	tel	2.1335040000000003
bam	tgk	0.926
bam	tha	8.797
bam	tig	0.721817
bam	tir	0.5093
bam	tmh	33.213768
bam	toi	0.343546
bam	tsn	1.6529099999999999
bam	tso	0.333823
bam	tuk	0.94915
bam	tum	0.747745
bam	tur	16.68189
bam	ukr	3.72252
bam	urd	1.59272
